Headline Word,Headline Frequency,Headline Percent
Employment,4,0.002007125
Empower,3,0.001505344
Empowering,3,0.001505344
Empowering,2,0.001003563
Empowerment,3,0.001505344
Empowers,3,0.001505344
Emptor,1,0.000501781
Empty,6,0.003010688
Empty,1,0.000501781
Enable,2,0.001003563
Enabled,3,0.001505344
Enabler,1,0.000501781
Enabler-In-Chief,1,0.000501781
Enablers,1,0.000501781
Enables,1,0.000501781
Enabling,6,0.003010688
Enact,1,0.000501781
Enacted,3,0.001505344
Enacting,3,0.001505344
Enacts,1,0.000501781
Enclave,1,0.000501781
Enclaves,1,0.000501781
Encore,1,0.000501781
Encounter,1,0.000501781
Encountered,1,0.000501781
Encounters,1,0.000501781
Encourage,6,0.003010688
Encouraged,1,0.000501781
Encouraged,1,0.000501781
Encourages,6,0.003010688
Encouraging,3,0.001505344
Encrypted,1,0.000501781
Encryption,3,0.001505344
Encyclical,1,0.000501781
End,175,0.087811732
End,1,0.000501781
ENDA,1,0.000501781
Endanger,3,0.001505344
Endangered,12,0.006021376
Endangers,2,0.001003563
Ended,12,0.006021376
Endgame,2,0.001003563
Ending,32,0.016057002
Endless,10,0.005017813
Endless,1,0.000501781
Endorse,45,0.02258016
Endorsed,16,0.008028501
Endorsement,62,0.031110442
endorsement,2,0.001003563
Endorsements,7,0.003512469
Endorses,100,0.050178132
Endorsing,12,0.006021376
endorsing,1,0.000501781
End-Running,1,0.000501781
Ends,33,0.016558784
Endure,4,0.002007125
Endures,1,0.000501781
Enemies,9,0.004516032
Enemy,21,0.010537408
Enemy,2,0.001003563
Energized,1,0.000501781
Energizes,2,0.001003563
Energy,53,0.02659441
Enforce,8,0.004014251
Enforcement,21,0.010537408
Enforcers,1,0.000501781
Enforces,1,0.000501781
Enforcing,8,0.004014251
Engage,3,0.001505344
Engaged,3,0.001505344
Engagement,6,0.003010688
Engages,1,0.000501781
Engaging,2,0.001003563
Engineer,1,0.000501781
Engineering,1,0.000501781
Engineers,3,0.001505344
Engineer-Turned-Senator,1,0.000501781
England,1,0.000501781
English,4,0.002007125
English,1,0.000501781
English-Only,1,0.000501781
English-Speaking,1,0.000501781
Engulf,1,0.000501781
Enhanced,4,0.002007125
Enhanced,2,0.001003563
Enhances,1,0.000501781
Enjoy,4,0.002007125
Enjoys,2,0.001003563
Enlist,2,0.001003563
Enlisted,3,0.001505344
Enlisting,1,0.000501781
Enlistment,1,0.000501781
Enlists,3,0.001505344
Enmity,1,0.000501781
Enormous,3,0.001505344
Enough,56,0.028099754
Enough,1,0.000501781
Enquirer,1,0.000501781
Enriching,1,0.000501781
Enrique,4,0.002007125
Enroll,1,0.000501781
Enrollees,3,0.001505344
Enrolling,1,0.000501781
Enrollment,13,0.006523157
Enrollments,1,0.000501781
Ensnare,1,0.000501781
Ensure,6,0.003010688
Ensures,1,0.000501781
Ensuring,1,0.000501781
Enter,9,0.004516032
Entered,1,0.000501781
Entering,5,0.002508907
Enterprise,1,0.000501781
Enters,8,0.004014251
Entertain,1,0.000501781
Entertainer,1,0.000501781
Entertainment,2,0.001003563
Entertainment,2,0.001003563
Entertains,1,0.000501781
Enthusiasm,6,0.003010688
Enthusiastic,2,0.001003563
Entire,13,0.006523157
Entirely,4,0.002007125
Entitled,2,0.001003563
Entitlement,2,0.001003563
Entrench,1,0.000501781
Entrepreneurial,1,0.000501781
Entrepreneurs,3,0.001505344
Entry,15,0.00752672
Environment,10,0.005017813
Environmental,31,0.015555221
Environmental,1,0.000501781
Environmentalism,1,0.000501781
Environmentalist,4,0.002007125
Environmentalist,1,0.000501781
Environmentalists,3,0.001505344
Environmentally,1,0.000501781
Enviros,3,0.001505344
Envoy,5,0.002508907
Envoys,2,0.001003563
Envy,2,0.001003563
Enyart,1,0.000501781
Enzi,3,0.001505344
EPA,114,0.057203071
Epic,10,0.005017813
Epidemic,32,0.016057002
Epidemic,2,0.001003563
Epilepsy,1,0.000501781
Epilogue,1,0.000501781
EpiPen,3,0.001505344
Epipen,1,0.000501781
EpiPens,1,0.000501781
Epiphany,1,0.000501781
Epiphany,1,0.000501781
Episode,8,0.004014251
Equal,20,0.010035626
Equality,39,0.019569472
EQUALITY,1,0.000501781
Equally,1,0.000501781
Equals,1,0.000501781
Equating,1,0.000501781
Equation,1,0.000501781
Equifax,4,0.002007125
Equipment,4,0.002007125
Equity,6,0.003010688
Equivalence,1,0.000501781
Equivalency,1,0.000501781
Equivalent,1,0.000501781
er,1,0.000501781
Era,31,0.015555221
Eradicate,1,0.000501781
Erase,2,0.001003563
Erase,1,0.000501781
Erased,1,0.000501781
Erases,1,0.000501781
Erasing,1,0.000501781
Erbil,1,0.000501781
Erdoğan,1,0.000501781
Erdogan,6,0.003010688
Erectile,1,0.000501781
Eric,59,0.029605098
Erik,1,0.000501781
Erika,1,0.000501781
Erin,1,0.000501781
Ernest,1,0.000501781
Ernst,13,0.006523157
ERNST,2,0.001003563
Erode,2,0.001003563
Eroding,1,0.000501781
Erosion,1,0.000501781
Errant,1,0.000501781
erratic,1,0.000501781
Erratic,1,0.000501781
Error,8,0.004014251
Errors,5,0.002508907
Erupt,6,0.003010688
Erupts,12,0.006021376
Escalate,5,0.002508907
Escalates,6,0.003010688
escalates,1,0.000501781
Escalating,1,0.000501781
Escalating,1,0.000501781
Escalation,1,0.000501781
Escape,10,0.005017813
Escaped,1,0.000501781
Escapees,1,0.000501781
Escapes,1,0.000501781
Escaping,2,0.001003563
Escort,1,0.000501781
Escort,1,0.000501781
Escorted,1,0.000501781
Escorting,1,0.000501781
ESEA,1,0.000501781
Especially,3,0.001505344
Espionage,3,0.001505344
ESPN,10,0.005017813
ESPN,1,0.000501781
Essay,4,0.002007125
Essential,1,0.000501781
Essentially,2,0.001003563
Establishment,27,0.013548096
establishment,1,0.000501781
Estate,5,0.002508907
Esteban,1,0.000501781
Estimate,1,0.000501781
Estimates,3,0.001505344
Estonia,2,0.001003563
Esty,2,0.001003563
Et,2,0.001003563
Etc,1,0.000501781
Eternal,3,0.001505344
Ethanol,1,0.000501781
Ethical,4,0.002007125
Ethically,1,0.000501781
Ethics,68,0.03412113
Ethics,1,0.000501781
Ethiopians,1,0.000501781
Ethnic,4,0.002007125
Ethnically,1,0.000501781
Ethnicity,3,0.001505344
Etiquette,1,0.000501781
Etzioni,1,0.000501781
EU,8,0.004014251
Eugene,2,0.001003563
Eulogizes,1,0.000501781
Eulogy,10,0.005017813
Euphoria,1,0.000501781
Eurasian,2,0.001003563
Euro,1,0.000501781
Europe,26,0.013046314
European,14,0.007024939
Europeans,1,0.000501781
European-Style,1,0.000501781
Eurovision,1,0.000501781
Eva,1,0.000501781
Evacuate,2,0.001003563
Evacuation,1,0.000501781
Evading,2,0.001003563
Evaluate,1,0.000501781
Evaluates,1,0.000501781
Evaluation,2,0.001003563
Evaluations,1,0.000501781
Evan,8,0.004014251
Evancho,1,0.000501781
Evander,1,0.000501781
Evangelical,14,0.007024939
Evangelicalism,1,0.000501781
Evangelicals,3,0.001505344
Evangelist,1,0.000501781
Evasion,1,0.000501781
Eve,7,0.003512469
Evelyn,1,0.000501781
Even,214,0.107381203
Even,1,0.000501781
Evening,3,0.001505344
Evenings,1,0.000501781
Event,36,0.018064128
Events,19,0.009533845
Eventually,1,0.000501781
Eventually,1,0.000501781
Ever,85,0.042651413
Everest,1,0.000501781
Everett,1,0.000501781
Ever-Evolving,1,0.000501781
Every,74,0.037131818
Every,2,0.001003563
every,1,0.000501781
Everybody,12,0.006021376
Everybody,2,0.001003563
Everyday,3,0.001505344
Everyday,1,0.000501781
Everyone,33,0.016558784
Everyone,2,0.001003563
Everything,52,0.026092629
Everything,3,0.001505344
Everytown,1,0.000501781
Everywhere,4,0.002007125
Eviction,2,0.001003563
Evictions,1,0.000501781
Evidence,49,0.024587285
Evidence,1,0.000501781
Evidence-Based,1,0.000501781
Evil,9,0.004516032
Evil,2,0.001003563
Evildoers,1,0.000501781
Eviscerate,1,0.000501781
Eviscerates,3,0.001505344
Evolution,7,0.003512469
Evolve,1,0.000501781
Evolved,1,0.000501781
Evolving,2,0.001003563
Exacerbates,1,0.000501781
Exact,2,0.001003563
Exactly,18,0.009032064
Ex-Adviser,1,0.000501781
Exaggerated,1,0.000501781
Exaggerates,3,0.001505344
Exaggerating,2,0.001003563
Exaggeration,2,0.001003563
Exaggerations,2,0.001003563
Exaggerators,1,0.000501781
Ex-Aide,1,0.000501781
Examine,4,0.002007125
Examiners,1,0.000501781
Examining,3,0.001505344
Example,7,0.003512469
Examples,2,0.001003563
Ex-Arkansas,1,0.000501781
Ex-Benghazi,1,0.000501781
Exceed,1,0.000501781
Exceeded,1,0.000501781
Exceeds,1,0.000501781
Excelled,1,0.000501781
Excellent,3,0.001505344
Excellent,1,0.000501781
Except,19,0.009533845
except,1,0.000501781
Exception,1,0.000501781
Exceptional,3,0.001505344
Exceptional,1,0.000501781
Exceptionalism,7,0.003512469
Exceptions,3,0.001505344
Excerpts,1,0.000501781
Excessive,3,0.001505344
Excessive,2,0.001003563
Exchange,17,0.008530283
Exchanged,1,0.000501781
Exchanges,2,0.001003563
Ex-Chicago,1,0.000501781
Ex-CIA,5,0.002508907
Excited,11,0.005519595
Excitement,2,0.001003563
Exciting,2,0.001003563
Exciting,1,0.000501781
Ex-Client,1,0.000501781
Exclude,2,0.001003563
Excluded,2,0.001003563
Excluding,1,0.000501781
Exclusion,6,0.003010688
Exclusionary,1,0.000501781
Exclusive,7,0.003512469
EXCLUSIVE,1,0.000501781
exclusive,1,0.000501781
Exclusivity,1,0.000501781
Ex-CNN,1,0.000501781
Ex-Congressman,2,0.001003563
Ex-Convict,1,0.000501781
Ex-Cop,3,0.001505344
Excoriates,2,0.001003563
Ex-Corinthian,1,0.000501781
Excruciating,1,0.000501781
Excuse,10,0.005017813
Excuses,4,0.002007125
Excuses,1,0.000501781
Ex-Dartmouth,1,0.000501781
Ex-DHS,1,0.000501781
Exec,2,0.001003563
Execs,8,0.004014251
Execute,4,0.002007125
Executed,5,0.002508907
Executes,6,0.003010688
Executing,2,0.001003563
Execution,24,0.012042752
Executions,17,0.008530283
Executive,86,0.043153194
Executive,1,0.000501781
Executives,6,0.003010688
Exelon,1,0.000501781
Exempt,5,0.002508907
Exempting,1,0.000501781
Exemption,2,0.001003563
Exercise,2,0.001003563
Exercise,1,0.000501781
Exercises,1,0.000501781
Exercising,2,0.001003563
Exerting,1,0.000501781
Ex-FBI,2,0.001003563
Ex-Felons,2,0.001003563
Ex-Goldman,1,0.000501781
Ex-Governor,1,0.000501781
Exhausted,1,0.000501781
Exhausting,3,0.001505344
Exhaustion,1,0.000501781
Ex-head,1,0.000501781
Exhibit,3,0.001505344
Exhorts,1,0.000501781
Ex-House,1,0.000501781
Exile,2,0.001003563
Exiled,1,0.000501781
Exiles,1,0.000501781
Ex-Im,1,0.000501781
Ex-IRS,1,0.000501781
Exist,15,0.00752672
Existed,2,0.001003563
Existence,1,0.000501781
Existential,4,0.002007125
Existing,5,0.002508907
Exists,4,0.002007125
Exit,14,0.007024939
Exiting,2,0.001003563
Exits,1,0.000501781
Ex-Judge,1,0.000501781
Ex-KKK,2,0.001003563
Ex-Lawmakers,1,0.000501781
Ex-Marine,1,0.000501781
Ex-Mayor,2,0.001003563
Ex-Mexican,1,0.000501781
Ex-Miss,1,0.000501781
Ex-New,1,0.000501781
Ex-Obamacare,1,0.000501781
Ex-Offenders,7,0.003512469
Ex-Official,1,0.000501781
Exonerates,1,0.000501781
Exorcism,1,0.000501781
Expand,26,0.013046314
Expanded,9,0.004516032
Expanding,12,0.006021376
Expands,10,0.005017813
Expansion,16,0.008028501
expansion,1,0.000501781
Expansions,1,0.000501781
Expansive,2,0.001003563
Expats,1,0.000501781
Expect,31,0.015555221
Expectancy,1,0.000501781
Expectations,15,0.00752672
Expected,16,0.008028501
Expecting,1,0.000501781
Expects,6,0.003010688
Expediency,1,0.000501781
Expel,1,0.000501781
Expels,1,0.000501781
Expendable,1,0.000501781
Expenditures,1,0.000501781
Expense,2,0.001003563
Expenses,3,0.001505344
Expensive,12,0.006021376
Experience,11,0.005519595
Experienced,2,0.001003563
Experiencing,1,0.000501781
Experiment,7,0.003512469
Expert,11,0.005519595
Expert,1,0.000501781
Expertise,1,0.000501781
Expertly,3,0.001505344
Experts,32,0.016057002
Experts,2,0.001003563
Expiration,1,0.000501781
Expire,2,0.001003563
Explain,33,0.016558784
Explained,14,0.007024939
Explainer,2,0.001003563
Explaining,3,0.001505344
Explains,57,0.028601535
Explanation,6,0.003010688
Expletive,1,0.000501781
Explicitly,2,0.001003563
Explode,4,0.002007125
Exploded,1,0.000501781
Explodes,3,0.001505344
Exploding,2,0.001003563
Exploit,3,0.001505344
Exploited,1,0.000501781
Exploiting,5,0.002508907
Exploits,1,0.000501781
Explored,6,0.003010688
Explores,4,0.002007125
Exploring,5,0.002508907
Explosion,3,0.001505344
Explosions,1,0.000501781
Explosive,4,0.002007125
Explosive,1,0.000501781
Explosives,2,0.001003563
Ex-Politicians,1,0.000501781
Export,3,0.001505344
Export-Import,5,0.002508907
Exports,4,0.002007125
Expose,6,0.003010688
Expose,1,0.000501781
Exposed,16,0.008028501
Exposes,12,0.006021376
Exposing,6,0.003010688
Ex-President,2,0.001003563
Express,4,0.002007125
Expresses,2,0.001003563
Expression,2,0.001003563
Expressions,1,0.000501781
Ex-Prison,1,0.000501781
Ex-Prosecutor,1,0.000501781
Expulsion,1,0.000501781
Expunge,1,0.000501781
Ex-Sheriff,2,0.001003563
Ex-Soviet,1,0.000501781
Extend,10,0.005017813
extend,1,0.000501781
extended,1,0.000501781
Extenders,2,0.001003563
Extending,2,0.001003563
Extends,6,0.003010688
Extension,4,0.002007125
Extensive,3,0.001505344
Extensively,2,0.001003563
Extent,1,0.000501781
External,1,0.000501781
Extinct,2,0.001003563
Extinction,1,0.000501781
Extols,1,0.000501781
Extortion,4,0.002007125
Extortionist,1,0.000501781
Extra,7,0.003512469
Extraction,1,0.000501781
Extradited,1,0.000501781
Extrajudicial,1,0.000501781
Extraordinary,4,0.002007125
Extreme,18,0.009032064
Extreme,4,0.002007125
EXTREME,1,0.000501781
Extremely,1,0.000501781
Extremely,1,0.000501781
Extremism,16,0.008028501
Extremist,2,0.001003563
Extremists,8,0.004014251
Extremists,1,0.000501781
Ex-Trump,2,0.001003563
Ex-Virginia,1,0.000501781
Ex-Wife,1,0.000501781
Exxon,27,0.013548096
ExxonMobil,4,0.002007125
Exxon-Treasury,1,0.000501781
Eye,11,0.005519595
EYE,1,0.000501781
Eye,1,0.000501781
Eyeballs,1,0.000501781
Eyebrow-Raising,2,0.001003563
Eyeing,4,0.002007125
Eye-Popping,2,0.001003563
Eyes,26,0.013046314
Eyeshadow,1,0.000501781
Eying,1,0.000501781
Ezell,2,0.001003563
Ezra,1,0.000501781
F,13,0.006523157
F.,2,0.001003563
F/A-18,1,0.000501781
FAA,2,0.001003563
Fable,1,0.000501781
Fables,1,0.000501781
Fabric,2,0.001003563
Fabricating,1,0.000501781
Fabrication,1,0.000501781
Fabulous,1,0.000501781
Facade,1,0.000501781
Face,121,0.06071554
face,1,0.000501781
Face,1,0.000501781
Facebook,54,0.027096191
Faced,11,0.005519595
Facelift,1,0.000501781
Faceoff,1,0.000501781
Face-Off,1,0.000501781
Facepalms,1,0.000501781
Faceplant,1,0.000501781
Face-Planted,1,0.000501781
Faces,72,0.036128255
Faces,2,0.001003563
FaceTime,1,0.000501781
Facial,1,0.000501781
Facilitate,1,0.000501781
Facilities,3,0.001505344
Facility,4,0.002007125
Facing,35,0.017562346
Fact,12,0.006021376
Factcheck,1,0.000501781
Fact-Check,2,0.001003563
Fact-Checking,9,0.004516032
Fact-Checks,3,0.001505344
Fact-Free,2,0.001003563
Faction,2,0.001003563
Facto,2,0.001003563
Factor,4,0.002007125
Factored,1,0.000501781
Factors,2,0.001003563
Factory,4,0.002007125
Facts,42,0.021074816
Facts,2,0.001003563
Factual,1,0.000501781
Faculty,1,0.000501781
Faded,1,0.000501781
Fades,1,0.000501781
Fading,1,0.000501781
Fail,25,0.012544533
FAIL,2,0.001003563
Failed,47,0.023583722
Failed,1,0.000501781
Failing,21,0.010537408
Failing,1,0.000501781
Failings,1,0.000501781
Fails,40,0.020071253
Failure,39,0.019569472
Failure,3,0.001505344
Failures,9,0.004516032
Fainting,1,0.000501781
Fair,27,0.013548096
Fair,2,0.001003563
Fairer,1,0.000501781
Fairfax,1,0.000501781
Fairly,2,0.001003563
Fairness,2,0.001003563
Fairy,2,0.001003563
Faith,18,0.009032064
Faithful,2,0.001003563
FaithKeepers,1,0.000501781
Faithless,2,0.001003563
Faithless,1,0.000501781
Fake,55,0.027597973
Fake,22,0.011039189
Faker,2,0.001003563
Faking,5,0.002508907
Fall,27,0.013548096
Fallacies,2,0.001003563
Fallacy,3,0.001505344
Fallen,14,0.007024939
Fallin,2,0.001003563
Falling,16,0.008028501
Fallon,3,0.001505344
Fallout,15,0.00752672
Fall-out,1,0.000501781
Falls,18,0.009032064
falls,1,0.000501781
Fallujah,1,0.000501781
Falsehoods,4,0.002007125
Falsely,16,0.008028501
Falsifying,1,0.000501781
Falter,1,0.000501781
Faltering,2,0.001003563
Falters,2,0.001003563
Falwell,4,0.002007125
Fame,4,0.002007125
Famed,3,0.001505344
Familiar,5,0.002508907
Families,68,0.03412113
families,1,0.000501781
Family,102,0.051181695
Family,3,0.001505344
Family-Friendly,1,0.000501781
Famine,1,0.000501781
Famous,10,0.005017813
Fan,13,0.006523157
Fanatic,1,0.000501781
Fancy,4,0.002007125
FanDuel,1,0.000501781
Fan-Gate,1,0.000501781
Fans,20,0.010035626
Fantasies,1,0.000501781
Fantasist,1,0.000501781
Fantasize,1,0.000501781
Fantastic,1,0.000501781
Fantasy,19,0.009533845
Fan-Turned-Soldier,1,0.000501781
Far,55,0.027597973
far,1,0.000501781
Far,1,0.000501781
Farage,6,0.003010688
Farah,1,0.000501781
Faraway,1,0.000501781
FARC,1,0.000501781
Farce,5,0.002508907
Fared,1,0.000501781
Fareed,3,0.001505344
Farewell,11,0.005519595
Farewell,1,0.000501781
Far-Fetched,1,0.000501781
Fargo,11,0.005519595
Faring,1,0.000501781
Farkas,1,0.000501781
Farm,7,0.003512469
Farmer,2,0.001003563
Farmers,17,0.008530283
Farms,2,0.001003563
Farm-To-Table,1,0.000501781
Farmville,1,0.000501781
Farmworker,2,0.001003563
Farmworkers,1,0.000501781
Farrar,1,0.000501781
Far-Reaching,1,0.000501781
Farrell,1,0.000501781
Far-Right,8,0.004014251
Fascinates,1,0.000501781
Fascinating,1,0.000501781
Fascism,4,0.002007125
Fascist,3,0.001505344
Fascist,1,0.000501781
Fashion,2,0.001003563
Fashionable,1,0.000501781
Fast,27,0.013548096
FAST,1,0.000501781
Fast,1,0.000501781
Fastball,1,0.000501781
Faster,5,0.002508907
Fastest-Growing,1,0.000501781
Fast-Food,3,0.001505344
Fast-Track,2,0.001003563
Fast-tracking,1,0.000501781
Fast-Tracks,1,0.000501781
Fat,2,0.001003563
Fat,1,0.000501781
Fatal,11,0.005519595
Fatally,5,0.002508907
FATCA,1,0.000501781
Fate,19,0.009533845
Fateful,1,0.000501781
Father,61,0.030608661
Fatherhood,1,0.000501781
Fathers,4,0.002007125
Father-Son,1,0.000501781
Fatigue,2,0.001003563
Fat-Shamer-In-Chief,1,0.000501781
Fat-Shaming,1,0.000501781
Fattah,2,0.001003563
Fatten,1,0.000501781
Fatwa,1,0.000501781
Fault,4,0.002007125
Faults,1,0.000501781
Faulty,3,0.001505344
Faute,1,0.000501781
Favor,25,0.012544533
Favor,1,0.000501781
Favorability,4,0.002007125
Favorable,1,0.000501781
Favorably,2,0.001003563
Favored,3,0.001505344
Favoring,2,0.001003563
Favorite,22,0.011039189
Favorites,3,0.001505344
Favors,7,0.003512469
Fawning,2,0.001003563
FBI,186,0.093331326
FCC,13,0.006523157
FDA,11,0.005519595
FDR,7,0.003512469
Fear,46,0.023081941
Fear,4,0.002007125
Fear-Based,1,0.000501781
Feared,4,0.002007125
Fearful,1,0.000501781
Fearguson,1,0.000501781
Fearing,2,0.001003563
Fearless,2,0.001003563
Fearmongering,3,0.001505344
Fear-Mongering,1,0.000501781
Fears,38,0.01906769
Fears,1,0.000501781
Feast,1,0.000501781
Feat,1,0.000501781
Feature,3,0.001505344
Featured,4,0.002007125
Features,8,0.004014251
Featuring,1,0.000501781
Feb.,6,0.003010688
February,28,0.014049877
FEC,5,0.002508907
Feces,1,0.000501781
Fed,28,0.014049877
Federal,244,0.122434643
Federalism,1,0.000501781
Federally,2,0.001003563
FedEx,3,0.001505344
Feds,56,0.028099754
Feds,1,0.000501781
Fed-Up,1,0.000501781
Fee,2,0.001003563
Feeble,1,0.000501781
Feed,3,0.001505344
Feedback,2,0.001003563
Feeding,2,0.001003563
Feeds,1,0.000501781
Feel,26,0.013046314
Feel,1,0.000501781
Feeling,14,0.007024939
Feelings,5,0.002508907
Feels,8,0.004014251
Feels,1,0.000501781
Fees,10,0.005017813
Feet,2,0.001003563
Feingold,5,0.002508907
Feinstein,17,0.008530283
Felipe,1,0.000501781
Fell,2,0.001003563
Fellow,14,0.007024939
Fellows,1,0.000501781
Fellowship,1,0.000501781
Felon,4,0.002007125
Felonies,1,0.000501781
Felons,5,0.002508907
Felony,7,0.003512469
Felony,1,0.000501781
Felt,9,0.004516032
FEMA,6,0.003010688
Female,41,0.020573034
Feminist,9,0.004516032
Feminists,2,0.001003563
Fence,10,0.005017813
Fence-Jumper,1,0.000501781
Fence-Sitting,1,0.000501781
Fend,1,0.000501781
Fends,2,0.001003563
Feng,1,0.000501781
Fentanyl,4,0.002007125
Feral,1,0.000501781
FERCed,1,0.000501781
Ferguson,140,0.070249385
Ferguson,4,0.002007125
Ferguson-Related,1,0.000501781
Fergusons,1,0.000501781
Ferlinghetti,1,0.000501781
Ferns,3,0.001505344
Ferrera,1,0.000501781
Ferret,1,0.000501781
Fertile,1,0.000501781
Fesses,1,0.000501781
Fest,4,0.002007125
Festering,1,0.000501781
Festival,3,0.001505344
Festivals,1,0.000501781
Festivus,3,0.001505344
Fetal,7,0.003512469
Fetal,1,0.000501781
Fetish,2,0.001003563
Fetty,1,0.000501781
Fetus,2,0.001003563
Fetuses,2,0.001003563
Feud,21,0.010537408
Feuding,3,0.001505344
Feuds,2,0.001003563
Fever,6,0.003010688
Fewer,21,0.010537408
Fey,1,0.000501781
ffs,1,0.000501781
Fiancée,1,0.000501781
Fiancés,1,0.000501781
Fiancee,2,0.001003563
Fiasco,7,0.003512469
Fibs,1,0.000501781
Fickle,1,0.000501781
Fictional,1,0.000501781
Fiddles,1,0.000501781
Fidel,7,0.003512469
Fides,1,0.000501781
Fiduciary,1,0.000501781
Field,20,0.010035626
Fields,3,0.001505344
Fierce,4,0.002007125
Fiercely,1,0.000501781
Fiery,7,0.003512469
FIFA,3,0.001505344
Fifth,8,0.004014251
Fifth,1,0.000501781
Fifth-Grader,2,0.001003563
Fifties,1,0.000501781
Fight,296,0.148527272
fight,2,0.001003563
Fight,2,0.001003563
FIGHT,1,0.000501781
Fighter,5,0.002508907
Fighters,3,0.001505344
Fighting,59,0.029605098
Fighting,2,0.001003563
Fights,22,0.011039189
fights,1,0.000501781
Figment,1,0.000501781
Figure,5,0.002508907
Figured,2,0.001003563
Figures,7,0.003512469
Figuring,1,0.000501781
File,15,0.00752672
Filed,4,0.002007125
Files,20,0.010035626
Filibuster,20,0.010035626
filibuster,1,0.000501781
Filibuster,1,0.000501781
Filibustered,2,0.001003563
