Title,Genres,Release Date,Release Country,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Language,Filming Locations,Budget,Cast Member,Cast Member Frequency,Director,Title Word,Title Word Frequency,Description Word,Description Word Frequency,Genres Word,Genres Frequency
Ghost, Horror,13-Jan-12,India,,2.3,118 min,"Directed by Puja Bedi. With Shiney Ahuja, Sayali Bhagat, Julia Bliss, Tabrez Khan. A hospital finds itself the victim of a string of gruesome murders. Assigned to the case, Detective Vijay Singh enlists the help of a newly recruited female doctor to solve the seemingly supernatural case.","Shiney Ahuja, Sayali Bhagat, Julia Bliss, Tabrez Khan, Bijayata Pradhan, Datta Rahul, Deep Raj Rana, Gulshan Rana, Tej Sapru, Sandeep Soparrkar",Hindi,,,Lew Temple,6,Puja Bedi,borley,1,turn,67,,
Willa," Drama,  Horror,  Romance",28-Jun-13,USA,,6.4,82 min,"Directed by Christopher Birk. With Theodore Bouloukos, Gregory M. Brown, Jane Brown, Felix Flores. David goes to find his fiancée, Willa. She has left him at a train station with a group of stranded passengers. He finds her at a local honky-tonk of a club and in his attempt to bring her back he learns the horrifying truth about why they cannot stay at the station","Theodore Bouloukos, Gregory M. Brown, Jane Brown, Felix Flores, Jennifer Fouche, Sara Hogrefe, Susan Kirby, Barbara Linton, Amanda Marklin, Erik Jordan Meyers, Clayton Watson, Licia James Zegar",English,"Bridgehampton, Long Island, New York, USA",150000,Peter Stormare,6,Christopher Birk,comes,6,forces,65,,
Vilsen," Action,  Crime,  Drama,  Horror,  Thriller",17-Oct-16,Sweden,,6.4,,"Directed by Rasmus Tirzitis. With Göran Sjögren, Alexandra Zetterberg, Christian Kinell, Yohanna Idha. Several dead bodies have been found in Gothenburg striking fear into the city's population. We follow Goran Lidman who will head the task of tracing the offender. Clues lead to suspicions of an occult group. The former reverend Gabriella, who has her own reasons for wanting to stop the killings, offers Lidman her help. As Lidman embarks on an involuntary collaboration he must reluctantly accept a...","Göran Sjögren, Alexandra Zetterberg, Christian Kinell, Yohanna Idha, Kjell Wilhelmsen, Johan Gry, Lars Väringer, Margareta Strand, Alexandra Alegren, Christoffer Aro, Ralf Beck, Milla Bergh, Urban Bergsten, Erik Bolin, Stefan Cronwall",Swedish,"Gothenburg, Västra Götalands län, Sweden",,Richard Tyson,6,Rasmus Tirzitis,zifir,1,eric,65,,
Skookum Hunt Bigfoot, Horror,1-Dec-16,USA,,5.3,100 min,"Directed by Jack Skyyler, Rob Gaudet, Alex Zinzopoulos. With Paul Logan, Ashton Leigh, Dianna Renée, Shane Dzicek. Deep in the Louisiana swamp lives a legend. In the fall of 2013, the legend comes to life. Many have seen, some have heard, and none have forgotten: the giant hairy creature with glowing red eyes that locals refer to as the Beast of Bayou Dorcheat. When the long dormant Bigfoot monster seemingly begins a brutal reign of terror, a glamorous talk show host, Dr. Anna Rock, must leave her highly ...","Paul Logan, Ashton Leigh, Dianna Renée, Shane Dzicek, Jeffrey Meldrum, Tom Malloy, David Joseph Martinez, Mike Wooley, Glynn Praesel, Rich Rossi, Josiah Cerio, Brooke Fontana, Nikki Wells, Michael Power, Ginger Cerio",English,"New Orleans, Louisiana, USA",1000000,Derek Mears,6,"Jack Skyyler, Rob Gaudet, Alex Zinzopoulos",islamic,1,murders,65,,
Beautiful Prison," Drama,  Horror,  Romance,  Thriller",12-Jul-16,USA,TV-MA,4.4,83 min,"Directed by Joel Vallie. With Mónica Almanza, Valentina Arnold, Kristen Barrett, Benjamin Chamberlain. Ben, a brain-damaged young man living in Mexico, awakens after a violent accident to a restored intellect and supernatural abilities, which allow him to control the happenings of his world.","Mónica Almanza, Valentina Arnold, Kristen Barrett, Benjamin Chamberlain, Ernesto D'Alessio, Leila Garza Stockwell, Liam Matthews, Caleb Pope, Jason Riley, Kaelin Stockwell, Isabel Zittel",English,"Manistee, Michigan, USA",,Monique Dupree,6,Joel Vallie,compound,1,end,65,,
Home Video, Horror,15-Oct-15,USA,,2.3,80 min,"Directed by Emmanuel Giorgio Sandoval. With Alana Chester, Paul Cross, Tomas Decurgez, Sherry Driggs. A family who has recently moved to Mammoth Mountain, California, is being hunted by a mysterious force.","Alana Chester, Paul Cross, Tomas Decurgez, Sherry Driggs, Steve Jacques, Sophia Louisa, Jim Marshall, Tom McLaren, David Mendoza, Cara O'Brien, Phil Pierce, Art Roberts, Dean Testerman, Jovita Trujillo",English,,100000,Vernon Wells,6,Emmanuel Giorgio Sandoval,willow,2,do,64,,
RIP," Comedy,  Horror",12-Oct-17,Spain,,8.7,16 min,"Directed by Caye Casas, Albert Pintó. With Itziar Castro, Olga Pey, Josep Maria Riera, Boris Ruiz. In a little forsaken village a woman prepares the funeral of her husband with utmost care - she wants everything to go according to plan, since for her it is very important to get in good with the guests.","Itziar Castro, Olga Pey, Josep Maria Riera, Boris Ruiz, Carme Sansa",Spanish,,,Stefanie Estes,6,"Caye Casas, Albert Pintó",dos,2,war,64,,
E19 Virus, Horror,16-Jun-17,UK,,2.4,,"Directed by Joseph Ciminera. With Josh Elliott Pickel, Marcia Aime, Robert Arensen, Audra Balewski. E-19 Virus is a 2014 American apocalyptic film directed by Joe Ciminera. Three teens are taken in by Scientist who injects them with an experimental drug. The teens experience extra abilities after the injection. They become stronger, faster and have the ability to move from place to place without ever touching the ground. There is one chance to deliver 2 bottles of vaccine to a safe house 5 ...","Josh Elliott Pickel, Marcia Aime, Robert Arensen, Audra Balewski, Alan Bendich, Kearsten Bloomer, Pete Bonczek, Karen Bowan, Tiffany Browne-Tavarez, Erica Bryniczka, Carla Cheesman, Joseph Ciminera, Geni P. Collet, Vincent Comacho, Larry Costa",English,,120000,Rachel Alig,6,Joseph Ciminera,mischief,2,vampire,64,,
Exit to Hell," Action,  Horror,  Thriller",5-Nov-13,USA,R,3.4,81 min,"Directed by Robert Conway. With Kane Hodder, Tiffany Shepis, Dan Higgins, Jason Spisak. A local gang rob a mafia run strip club, shooting up the place and killing anyone in sight. They head south for the border, but when they enter the town of Redstone and begin terrorizing the locals, they find that crime is a dish best served cold!","Kane Hodder, Tiffany Shepis, Dan Higgins, Jason Spisak, Owen Conway, Dustin Leighton, Taryn Maxximillian Dafoe, Rena Riffel, Shane Stevens, Jose Rosete, Shane Dean, Esther Goodstein, Tommy Wojtas, Michael Harrelson, Noah Todd",English,"Phoenix, Arizona, USA",,Tiffany Browne-Tavarez,6,Robert Conway,gstring,1,long,64,,
Kimmy Dora Temple Kiyeme," Comedy,  Horror",13-Jun-12,Philippines,,6.4,105 min,"Directed by Joyce Bernal. With Eugene Domingo, Ariel Ureta, Dingdong Dantes, Zanjoe Marudo. The adult twin daughters of an aging business mogul find themselves haunted by a terrifying ghost. The two dig into their family's past, and they travel to South Korea to try and find a way to appease the angry spirit.","Eugene Domingo, Ariel Ureta, Dingdong Dantes, Zanjoe Marudo, Miriam Quiambao, Moi Marcampo, Mura, Phillip Nolasco, Alodia Gosiengfiao, Ryan Bang, Kiray Celis, Jun Lalin, Geraldine Villamil, The Dog Mikky, Chul-bang Doo",Filipino|Tagalog|Korean,"N Seoul Tower, San 1-3, Yongsan-dong, Yongsan-gu, Seoul, South Korea",,Ronnie Gene Blevins,6,Joyce Bernal,hybrid,1,truth,64,,
Lady Belladonna 's Night Shades," Comedy,  Horror",1-Sep-16,USA,,5.6,88 min,"Directed by David Salcido. With Tawnya Bass, Jack Lutz, Donny Prosise. Pray you don't become part of her collection","Tawnya Bass, Jack Lutz, Donny Prosise",English,"El Paso, Texas, USA",125000,Theodore Bouloukos,6,David Salcido,strasek,1,gets,64,,
Gangsters Guns Zombies," Comedy,  Horror",11-Dec-12,USA,TV-MA,3.9,88 min,"Directed by Matt Mitchell. With Vincent Jerome, Huggy Leaver, Fabrizio Santino, Cassandra Orhan. The whole ""zombie thing"" has been hyped up so much that everyone thinks it's the end of the world! Of course, where one man sees the dead rising from the grave, another sees opportunity. Q had a plan: drive the robbery getaway van, deliver everyone to the safe house and get paid - a nice, simple, plan. Unfortunately, life is never really that simple, and to top it all off, this is the first time ...","Vincent Jerome, Huggy Leaver, Fabrizio Santino, Cassandra Orhan, Charlie Rawes, Frank Rizzo, Jennie Lathan, Simon Mathews, Josh Myers, Sharon Lawrence, Siobhan Callas, Chris Manning-Perry, Rory Auskerry, Phil Mercer, Dave Skirbeck Bedford",English,"Kent, England, UK",1200,Mel Heflin,6,Matt Mitchell,end,13,very,63,,
Ice Cream," Horror,  Thriller",12-Jul-14,India,,4.6,144 min,"Directed by Ram Gopal Varma. With Tejaswi Madivada, Navdeep, Sandeepthi. The protagonist is obsessed with eating ice cream and suffers from a nightmare disorder.","Tejaswi Madivada, Navdeep, Sandeepthi",Telugu,,,Lochlyn Munro,6,Ram Gopal Varma,cabin,5,however,63,,
Your Guts," Horror,  Thriller",1-Apr-12,USA,NOT RATED,2.5,90 min,"Directed by James Balsamo. With Billy Walsh, Carmine Capobianco, James Balsamo, Lloyd Kaufman. Two friends Dennis and Joe join the military together. While on a routine mission, the two are quickly surrounded by enemy fire. When Joe stands up in the line of fire to run, Dennis pushes him out of the way and takes a bullet in the throat. Dennis wakes up in hospital to find Joe rewarded as a hero. Joe told a lie and took all the glory, and Dennis was left as a mute from the accident. Dennis ...","Billy Walsh, Carmine Capobianco, James Balsamo, Lloyd Kaufman, Andrew W.K., Lynn Lowry, Tim Ritter, Caleb Emerson, Donald Farmer, Joe Fleishaker, Dave Brockie, Jonathan Rechner, Frank Mullen, Rick Jimenez, Dan E. Danger",English,,60000,Paul Logan,6,James Balsamo,robert,3,matt,63,,
Slashening," Comedy,  Horror",2015,USA,NOT RATED,4.2,82 min,"Directed by Brandon Bassham. With Anna Callegari, Sam Reece, Elyse Brandau, Lily Du. Best friends Lucy, Eva, Ashley, Beth and Margot have a sleepover like any other - until murder joins the party. A tale of friendship, betrayal, madness, and the search for some decent dick.","Anna Callegari, Sam Reece, Elyse Brandau, Lily Du, Dana Clinkman, Patrick Foy, Billy Bob Thompson, Langan Kingsley, Dan Hodapp, Dan Chamberlain, Frank Garcia-Hejl, Jesse VandenBergh, Amber Sophia Nelson, Jim Santangeli, Douglas Widick",English,,6000,Kristina Klebe,6,Brandon Bassham,swamp,3,away,63,,
Curse Doctor Wolffenstein, Horror,28-Feb-15,Germany,UNRATED,5.1,,"Directed by Marc Rohnstock. With Isabelle Aring, Anja Becker, Jack van Cuusen, Robin Czerny. Dr. Victor Wolffenstein, a genius and at the same time devilish doctor, has set himself a huge goal, he wants to become immortal. In the Year 1930, in a small village and with the help of scientific experiments and occult rituals, he brews a serum (POTION), which is supposed to help him achieve his goal. But the Serum has an unwanted side effect, he becomes immortal but has to pay a huge price, ...","Isabelle Aring, Anja Becker, Jack van Cuusen, Robin Czerny, Roland Freitag, Oliver Krekel, Stephanie Meisenzahl, Mika Metz, Klaudia Pawluk, Julia Stenke, Mario Zimmerschitt, Vinylistic B. Babe, Catherine Lacroix, Ewald Der, Lucy",German,,,Trista Robinson,6,Marc Rohnstock,pact,2,terror,63,,
House Is Not Home," Horror,  Thriller",7-Sep-15,USA,,4.1,87 min,"Directed by Christopher Ray. With Gerald Webb, Bill Cobbs, Richard Grieco, Eddie Steeples. Ben (Webb) and Linda Williams move the family into a dream home in a last ditch effort to save their troubled marriage. Despite their good intentions, they cannot shake the feeling that they are being watched by something. Their unimaginable fears are realized when things inside the house take a supernatural and sinister turn. Ben and his family flee for their lives, but it is too late. The house...","Gerald Webb, Bill Cobbs, Richard Grieco, Eddie Steeples, Diahnna Nicole Baxter, Aurora Perrineau, Melvin Gregg, Tanya Giang, Wesley Waite, Addy Ray, Naomi Griffin, Howie Walfish",English,"Simi Valley, California, USA",,Helene Udy,6,Christopher Ray,man,22,jason,62,,
Everyone Must Die, Horror,23-Sep-12,USA,,4.6,71 min,"Directed by Steve Rudzinski. With Nicole Beattie, Erica Benda, Rebecca Campbell, Dan Christmas. When it comes to your town, no one can run, no one can hide, EVERYONE MUST DIE! A pattern of similar killings occurs, leaving small towns aghast with grief and suspicion. When the massacre left Kyle's sister in the coroner's office, he vowed to solve the mystery behind the gruesome pattern of slaughter and find out where this seemingly death-proof killer will strike next. Join us as this tale of ...","Nicole Beattie, Erica Benda, Rebecca Campbell, Dan Christmas, Ben Dietels, Seth Gontkovic, Aleen Isley, Nick LaMantia, Scott Lewis, Clifford Lynch, Stephanie Michael, Michael Molinaro, Monique Odom, Derek Rothermund, Steve Rudzinski",English,"Wheeling, West Virginia, USA",3500,Jody Barton,6,Steve Rudzinski,world,4,little,62,,
Dark Roads, Horror,14-Jan-17,USA,,6.7,,"Directed by Chase Smith. With Bill Moseley, Eddie George, Libby Blanton, Jessica Sonneborn. ""Dark Roads 79"" is a horror thriller set in 1979, about a southern rock band known as Dark Roads, who's time in the spotlight has come to an abrupt end. To find a new sound and regain their fame and fortune, they head to a secluded cabin. until they discover that the front man of the band sold his soul for the fame and fortune and now the time has come to collect!","Bill Moseley, Eddie George, Libby Blanton, Jessica Sonneborn, Jimmy Dempster, Chase Smith, Ted Parker, April Bogenschutz, David A. Flannery, Ramona Mallory, Austin Freeman, Lance Paul, Richard Krevolin, Chance Kelley, Jennifer Masty",English,,,Trent Haaga,6,Chase Smith,dela,1,head,62,,
Haunting Ellie Rose, Horror,5-Oct-15,UK,,2.7,80 min,"Directed by Tristan Versluis. With Lucy Benjamin, Alexandra Moen, Bill Ward, Kika Mirylees. Torn by years in an abusive marriage, an emotional Ellie Rose arrives alone at the family cabin along a broken East US coastline. Her story and motives for being there are unclear. Arriving unprepared and packed with few supplies she seems anxious at either leaving or someone else arriving. The cabin unused for years, still holds memories providing hints of a shattered family. Plagued by her ...","Lucy Benjamin, Alexandra Moen, Bill Ward, Kika Mirylees, Brandon Francis, Tim Major",English,,,Josh Ethier,6,Tristan Versluis,fangs,1,face,62,,
Cutting Room, Horror,1-Jun-15,UK,,3.9,75 min,"Directed by Warren Dudley. With Parry Glasspool, Lucy-Jane Quinlan, Lydia Orange, TJ Herbert. College students Raz, Charlie and Jess are about to start work on their end of year Media Studies project... unaware of a malevolent force lurking deep below their sleepy town. A recent wave of apparent Cyberbullying and the disappearance of two local girls lead the group to an abandoned army barracks situated deep in the forests that surround the college. What they find there is a terrifying ...","Parry Glasspool, Lucy-Jane Quinlan, Lydia Orange, TJ Herbert, Jason Rhodes, Mkaya Carrigan, Louisa Adams, Sam Chittenden, Andromeda Godfrey, Neil James, Emily Jayne, Roger O'Hara, Karen Boniface, Rick Roberts, Michaela Eades Twaits",English,"Newhaven Fort, Fort Road, Newhaven, East Sussex, England, UK",,Brigid Macaulay,6,Warren Dudley,dragon,1,stop,62,,
Hazard Jack, Horror,13-May-14,USA,NOT RATED,2.7,82 min,"Directed by David Worth. With Amanda Maddox, Kevin James Sporman, Alison Lani, Macauley Gray. A group of college kids get together for a weekend of booze and war games at an abandoned hospital. The hospital has become the haven for a PTSD stricken war vet coping and acting upon his delusions. Who will survive the game?","Amanda Maddox, Kevin James Sporman, Alison Lani, Macauley Gray, Jason O'neil Hudson, Aimee Bello, Zachary Meyer, Deanna Meske, Josh Jacques, Jeremy Ebenstein, Ashley Walsh, Daniel Rivera, Joe Orrach, Shaun Hart, Matthew Plueger",English,"Linda Vista Hospital - 610 S. St. Louis Street, Los Angeles, California, USA",3000000,Jeff Kirkendall,6,David Worth,nightworld,1,secrets,62,,
Bayou Ghost Story," Drama,  Horror,  Mystery,  Thriller",18-Apr-17,USA,,4.2,73 min,"Directed by Armand Petri. With Andrew Panzarella, Jared Fleming, Armand Petri, Cheryl Gautier. A paranormal investigator travels to the South to research a series of deaths connected to a supernatural curse haunting an old Louisiana family.","Andrew Panzarella, Jared Fleming, Armand Petri, Cheryl Gautier, Chris Fontenot Jr., Kerry Kelly Gridley, Evette Randolph, Emily Russell, Patrick Calabrese, Sam Furman, Hailey Chown, Tiray Dove, Alexander Burgos, Shirley Tregre, Denise Lambert",English,"Mandeville, Louisiana, USA",,Brad Potts,6,Armand Petri,sxtape,1,sister,62,,
Reminiscence Beginning," Horror,  Romance,  Thriller",1-Jun-14,Turkey,NOT RATED,6.4,100 min,"Directed by Akçay Karaazmak. With Özlem Begtas, Fatih Güler, Sefika Karaaslan, Serhat Karaaslan. There are worlds, there are humans and there are Others. But there is only one Time which is the border between worlds. What if time breaks down?","Özlem Begtas, Fatih Güler, Sefika Karaaslan, Serhat Karaaslan, Akçay Karaazmak, Yasar Karaazmak, Michaela Rexova, Levent Turan, Naz Turan, Ilkay Özyigit",English,"Izmir, Turkey",500000,Robert Rhine,6,Akçay Karaazmak,monsters,8,attempt,61,,
Lost Lake," Horror,  Thriller",13-Nov-13,Germany,R,3.4,85 min,"Directed by Marcus Nash. With Ezra Buzzington, Katie Keene, John Shartzer, Pat McNeely. A young couple travels to a deserted town to try and find their mysterious uncle, only to discover that ghosts are real and very dangerous.","Ezra Buzzington, Katie Keene, John Shartzer, Pat McNeely, Kimberly Stewart, Chris Hammel, Sherry Weston, Brian Dullaghan, Andy Ledesma",English,"Trona, California, USA",500000,Sarah French,6,Marcus Nash,lambs,2,named,61,,
